RXCUI,INGREDIENT
245557,vitamin b12
1234571,phenylephrine
197316,albuterol
577127,pregabalin
854241,enoxaparin
904932,ibandronate
313570,vancomycin
311345,linezolid
545255,tobramycin
545255,loteprednol etabonate
892596,morphine
1999035,metoprolol
142002,hypromellose
198561,levocarnitine
607573,desloratadine
1363288,chlorpheniramine
1809076,immunoglobulin g
894801,morphine
1668225,neostigmine
860981,metformin
1658659,heparin
197839,isosorbide dinitrate
897666,verapamil
898359,amlodipine
898359,benazepril
259029,glucosamine
1313985,magnesium citrate
1659592,sulbactam
1659592,ampicillin
1547573,suvorexant
199119,omeprazole
1098138,chondroitin sulfates
1098138,hyaluronate
860215,megestrol
992432,promethazine
205121,mineral oil
1812013,nifedipine
1233607,calcium carbonate
1233607,cholecalciferol
727711,anakinra
251156,ferrous sulfate
1790679,simvastatin
308976,carbamazepine
857111,acetaminophen
857111,hydrocodone
800472,lactate
800472,calcium chloride
800472,glucose
800472,magnesium chloride
800472,sodium chloride
252148,thioctate
6582,magnesium oxide
810071,fesoterodine
859048,pramipexole
861365,fondaparinux
283641,calcium carbonate
283641,famotidine
283641,magnesium hydroxide
1723232,desmopressin
1160968,ketorolac
998544,miconazole
28439,lamotrigine
763179,prednisone
1737778,lidocaine
2047642,sodium zirconium cyclosilicate
722279,rotigotine
1540241,benzoyl peroxide
1540241,clindamycin
313921,calcipotriene
1297359,cocaine
2474333,citric acid
2474333,sodium bicarbonate
2474333,simethicone
1547948,carboxymethylcellulose
562524,acetazolamide
198034,nifedipine
577315,paricalcitol
991065,dicyclomine
1654186,adenosine
260376,terazosin
858607,nicardipine
311787,moxifloxacin
5833,inositol
28874,atropine
28874,diphenoxylate
855642,diclofenac
848333,estradiol
1648646,quetiapine
1540663,allantoin
1540663,lidocaine
1540663,petrolatum
800633,lactate
800633,sodium phosphate; monobasic
800633,glucose
800633,dibasic potassium phosphate
800633,magnesium chloride
800633,potassium chloride
800633,sodium chloride
2265862,riluzole
198378,tacrolimus
998035,ondansetron
1102196,thiamine
1102196,ferrous bisglycinate
1102196,vitamin b12
1102196,ascorbic acid
1102196,biotin
1102196,folic acid
1102196,formic acid
1102196,iron-dextran complex
1102196,pantothenate
1102196,pyridoxine
1102196,niacin
1102196,riboflavin
250304,cyclizine
250304,morphine
853501,aspirin
977959,furosemide
977959,amiloride
858095,fentanyl
1872980,adalimumab
801442,potassium phosphate
801442,sodium phosphate
801442,magnesium sulfate
801442,potassium chloride
801442,sodium chloride
727619,metoclopramide
706898,fentanyl
1249626,tobramycin
1249626,fluorometholone
2166193,levothyroxine
104098,misoprostol
993511,bupropion
1662286,linezolid
967012,polyethylene glycol 3350
967012,sodium bicarbonate
967012,sodium sulfate
967012,potassium chloride
967012,sodium chloride
1111766,dextromethorphan
105630,tamoxifen
1547775,tetracaine
1368932,riboflavin
261356,oxcarbazepine
866152,lansoprazole
207191,methylprednisolone
206820,lorazepam
310497,glucagon
284520,tacrolimus
1743877,dopamine
313920,cefazolin
1049576,oxycodone
1720612,metaxalone
207892,quinapril
1293717,diphenhydramine
1293717,zinc acetate
285024,mafenide
1796676,protamine sulfate (usp)
1307058,buprenorphine
1307058,naloxone
896781,labetalol
830196,opium
1597620,ceftolozane
1597620,tazobactam
810079,fesoterodine
858053,paliperidone
6470,lorazepam
966220,levothyroxine
861200,brimonidine
688240,estrogens; conjugated (usp)
310433,gabapentin
312744,quetiapine
308460,azithromycin
402131,aripiprazole
311702,midazolam
238720,tranexamic acid
1307409,linaclotide
1153463,acyclovir
856576,propranolol
1726673,bleomycin
1043574,metformin
1043574,saxagliptin
727574,furosemide
860805,azelastine
214223,amlodipine
214223,benazepril
310288,fenofibrate
197541,colchicine
846127,chlorhexidine
995281,hydroxyzine
1291,bacitracin
891815,vitamin e
891815,zinc oxide
891815,ascorbic acid
891815,beta carotene
891815,cuprous oxide
209468,aspirin
209468,acetaminophen
209468,caffeine
1737758,lidocaine
249415,lysine
213211,naratriptan
602395,abacavir
602395,lamivudine
848960,ciprofloxacin
1608333,isavuconazonium
261335,levetiracetam
1307309,enzalutamide
1736543,esmolol
310481,gentian violet
1251914,rotigotine
2058877,galcanezumab
1722107,tetracaine
1722107,benzocaine
1722107,butamben
892652,morphine
4278,famotidine
1791501,idarubicin
2380591,influenza a virus (h1n1) antigen
2380591,influenza a virus (h3n2) antigen
2380591,influenza b virus antigen
1020479,diphenhydramine
205860,clarithromycin
827654,carbamide peroxide
1366116,bacitracin
580285,saccharomyces boulardii
197944,methocarbamol
5464,hyaluronidase
283672,citalopram
543464,lactate
1250693,loperamide
1734204,ropivacaine
197397,benzonatate
197884,lisinopril
190376,linezolid
1040053,dextromethorphan
1040053,quinidine
984082,amphotericin b
1658337,brexpiprazole
1538142,vedolizumab
259592,chromium picolinate
1297357,lurasidone
283077,prednisolone
1807459,diazepam
809555,calcium carbonate
809555,cholecalciferol
1724383,hydromorphone
1099687,valproate
1797867,azelastine
312940,sertraline
834167,chlorhexidine
311668,metoclopramide
313584,venlafaxine
153008,ibuprofen
1860157,oxycodone
198024,niacin
1247388,lipase
1247388,amylase
1247388,protease
860221,megestrol
240984,sulbactam
240984,ampicillin
310353,fluconazole
668292,calcium carbonate
668292,cholecalciferol
799832,ropinirole
200209,chondroitin sulfates
200209,glucosamine
966170,levothyroxine
1808225,propofol
314216,simethicone
197606,digoxin
197904,lovastatin
1052943,tetrahydrozoline
1809671,immunoglobulin g
1191013,proparacaine
198377,tacrolimus
211200,epoprostenol
1152361,benzocaine
1152361,menthol
142440,lidocaine
806392,calcium chloride
806392,sodium acetate
806392,sodium citrate
806392,magnesium chloride
806392,potassium chloride
806392,sodium chloride
9000,pyridostigmine
857340,bethanechol
484322,insulin detemir
4716,gelatin
746741,pramipexole
349195,clonazepam
198193,ranitidine
905199,hydralazine
308391,ascorbic acid
886666,flecainide
1789956,botulinum toxin type a
847239,insulin detemir
799056,ropinirole
1046982,hyoscyamine
309509,collagenase
992578,castor oil
992578,peruvian balsam
855178,tolterodine
1797833,ipratropium
105586,methotrexate
106258,hydrocortisone
311878,mupirocin
603206,erlotinib
902736,hydromorphone
966413,levothyroxine
2118589,meloxicam
1874559,desvenlafaxine
1049686,oxycodone
897612,verapamil
857700,diclofenac
1653165,golimumab
242339,prasterone
2200518,metformin
897710,hydromorphone
311194,isosorbide dinitrate
312134,oxazepam
312564,povidone-iodine
992475,promethazine
309096,cefuroxime
993890,acetaminophen
993890,codeine
863038,bepotastine
886662,flecainide
577055,cholecalciferol
577055,calcium citrate
884308,nystatin
433801,alprazolam
833711,tramadol
200257,repaglinide
197452,cefprozil
830900,diltiazem
359216,apple cider vinegar
1999033,metoprolol
1092373,acetaminophen
1092373,diphenhydramine
1650030,doxycycline
991147,methadone
1373471,canagliflozin
200083,capsaicin
2123177,calcium carbonate
2123177,cholecalciferol
2277603,psyllium
103401,hydrocortisone
1426694,methylsulfonylmethane
1426694,chondroitin sulfates
1426694,glucosamine
1426694,hyaluronate
1245015,vitamin b12
2586596,baclofen
1359117,ferrous fumarate
1359117,ethinyl estradiol
1359117,norethindrone
2554102,semaglutide
731174,darbepoetin alfa
1655956,methotrexate
897122,liraglutide
2056496,levothyroxine
1001409,calcium carbonate
1001409,ergocalciferol
1923050,levothyroxine
283510,methotrexate
310891,hydrocortisone
2185309,vitamin b12
199378,carbamazepine
1874857,cholecalciferol
1874857,calcium citrate
199907,salmon oil
251020,sennosides; usp
197726,flutamide
753562,sodium bicarbonate
753562,omeprazole
1085945,diphenhydramine
485423,darifenacin
722286,lutein
644287,tetracaine
644287,lidocaine
866144,cyproheptadine
1482908,posaconazole
847191,insulin aspart protamine; human
847191,insulin aspart; human
854856,dronedarone
199184,vitamin b12
1873757,plecanatide
630936,hyaluronidase
313762,zaleplon
853350,ustekinumab
1372298,mineral oil
1372298,petrolatum
1372298,phenylephrine
858603,nicardipine
1046770,hyoscyamine
2177692,influenza a virus (h1n1) antigen
2177692,influenza a virus (h3n2) antigen
2177692,influenza b virus antigen
239204,gentamicin
251154,cholecalciferol
311415,magaldrate
311415,simethicone
896272,salmeterol
896272,fluticasone
308743,biotin
308761,bismuth subsalicylate
218772,acetaminophen
218772,hydrocodone
597142,timolol
597142,brimonidine
1007740,pectin
1007740,lactobacillus acidophilus
763181,prednisone
313159,sumatriptan
856835,amitriptyline
365868,sucralfate
203214,diclofenac
1090823,vitamin e
1090823,zinc oxide
1090823,ascorbic acid
1090823,beta carotene
1090823,copper sulfate
1090823,selenite
261551,insulin glargine
1099808,calcium acetate
861238,dextroamphetamine
861238,amphetamine
749780,azithromycin
825180,aspirin
727604,lidocaine
337560,ceftriaxone
901614,aztreonam
387090,aspirin
827700,petrolatum
900438,ibuprofen
2047639,sodium zirconium cyclosilicate
687025,alprazolam
1649593,peginterferon beta-1a
998493,miconazole
1009388,thiabendazole
1009388,dexamethasone
1009388,neomycin
1926332,insulin lispro
1013002,lidocaine
828706,fludarabine
824186,clavulanate
824186,amoxicillin
883720,sennosides; usp
2054226,albumin human; usp
1009459,botulinum toxin type a
801413,threonine
801413,tryptophan
801413,arginine
801413,valine
801413,calcium acetate
801413,cysteine
801413,magnesium acetate
801413,alanine
801413,glycerin
801413,glycine
801413,histidine
801413,sodium acetate
801413,isoleucine
801413,leucine
801413,lysine
801413,methionine
801413,phenylalanine
801413,phosphoric acid
801413,potassium chloride
801413,proline
801413,serine
801413,sodium chloride
2380267,insulin lispro
1722695,aspirin
1722695,calcium carbonate
646333,capsaicin
1304105,brompheniramine
1304105,dextromethorphan
1304105,phenylephrine
2380259,insulin lispro
1020126,loratadine
896027,fluticasone
2479564,labetalol
905377,hydralazine
905377,isosorbide dinitrate
2123184,romosozumab
343033,dexamethasone
706960,cinacalcet
1090525,gentamicin
141990,ascorbic acid
1248002,docusate
1992169,insulin lispro
2166572,thyrotropin alfa
896987,labetalol
2387079,vancomycin
1656648,basiliximab
1737245,clindamycin
863845,morphine
863845,naltrexone
1110802,sodium bicarbonate
1654955,darbepoetin alfa
250708,triamterene
250708,furosemide
2118449,vancomycin
828557,acetaminophen
1670195,fosphenytoin
866461,hydrochlorothiazide
866461,metoprolol
248175,dexamethasone
248175,tramazoline
247512,insulin isophane
247512,insulin; regular; human
597984,amlodipine
597984,atorvastatin
999991,amlodipine
999991,olmesartan
999991,hydrochlorothiazide
239999,epoetin alfa
992164,methenamine
1090560,octreotide
865573,glipizide
69749,valsartan
209360,acetaminophen
309593,vitamin b12
853202,quetiapine
992811,chloroprocaine
313773,zinc sulfate
1246317,budesonide
1246317,formoterol
1251398,sodium chloride
36709,sodium phosphate
1245376,docusate
311881,mycophenolate mofetil
1734683,ertapenem
1659283,ceftazidime
1597126,testosterone
310155,erythromycin
197817,indomethacin
311204,itraconazole
2539186,meperidine
617302,clavulanate
617302,amoxicillin
2566613,levothyroxine
310671,haloperidol
2558603,posaconazole
1049154,pseudoephedrine
2566617,levothyroxine
855812,prasugrel
1594680,ferric citrate
1737581,clindamycin
603288,simethicone
897771,hydromorphone
2474267,fentanyl
312594,prazosin
642452,lanthanum carbonate
1372937,brilliant green
1372937,cod liver oil
1372937,gentian violet
863854,morphine
863854,naltrexone
755497,albuterol
2284960,remdesivir
1652242,insulin lispro
895208,morphine
1244063,methylnaltrexone
998460,miconazole
477391,levofloxacin
859044,pramipexole
998675,clonidine
240000,epoetin alfa
707594,ketotifen
751884,ethinyl estradiol
751884,levonorgestrel
751884,inert ingredients
284531,telmisartan
1724786,bupivacaine
1595292,lipase
1595292,amylase
1595292,protease
198683,glucose
309952,dipyridamole
1658647,heparin
1809583,immunoglobulin g
753601,sodium bicarbonate
753601,omeprazole
370639,hydrochlorothiazide
370639,spironolactone
583084,glycerin
103456,fluocinonide
636371,vitamin b12
861473,meperidine
1863343,vincristine
1794887,glucose
1794887,sodium chloride
617339,clavulanate
617339,amoxicillin
845316,tramadol
798415,purified protein derivative of tuberculin
1193046,vitamin b12
1193046,cholecalciferol
1193046,folic acid
1193046,omega-3 acid ethyl esters (usp)
1193046,pyridoxine
1193046,phytosterols
312018,nitroglycerin
582119,acetylcysteine
311144,iron-dextran complex
104062,cimetidine
213626,bacitracin
213626,polymyxin b
212086,aspirin
1549717,zinc oxide
1549717,menthol
1098674,nefazodone
1741403,albumin human; usp
2189,cefoxitin
310982,imiquimod
844379,witch hazel
198707,hydrocortisone
1797884,azelastine
19711,clavulanate
19711,amoxicillin
313142,sulfasalazine
831193,diltiazem
1092380,cholecalciferol
11423,zinc oxide
1376084,cabazitaxel
1801840,lifitegrast
1012735,mepivacaine
199167,phenobarbital
1927785,ubidecarenone
750227,amlodipine
750227,atorvastatin
310899,hydrocortisone
763296,sennosides; usp
208591,dexamethasone
208591,neomycin
208591,polymyxin b
967919,cholecalciferol
1797898,olopatadine
992791,miconazole
1010902,lidocaine
1372999,cefixime
1115459,leuprolide
1484922,sofosbuvir
1291367,avanafil
152970,ritonavir
1440936,hydrocortisone
884537,dextroamphetamine
749818,lanreotide
3143,prasterone
905160,sirolimus
20063,calcium polycarbophil
1048340,hyoscyamine
1048340,sodium phosphate; monobasic
1048340,phenyl salicylate
1048340,methenamine
1048340,methylene blue
1667911,isoproterenol
213432,telmisartan
1049184,phenylephrine
581614,linezolid
753478,norgestimate
753478,ethinyl estradiol
753478,inert ingredients
2586182,povidone
1191301,fluocinolone
1299636,hypochlorite
748740,topotecan
897620,verapamil
7417,nifedipine
1745108,ixekizumab
577787,candesartan
1741381,albumin human; usp
543812,lactate
309684,dexamethasone
809605,hetastarch
207106,fluconazole
284810,insulin aspart; human
405903,benzoyl peroxide
721795,quetiapine
1430298,vitamin k2
198952,vitamin b6
810087,carbidopa
810087,entacapone
810087,levodopa
1797902,beclomethasone
152931,lamivudine
1490032,droxidopa
213178,finasteride
1511,betahistine
809858,quinapril
809858,hydrochlorothiazide
898376,benazepril
898376,hydrochlorothiazide
1658329,brexpiprazole
583257,mesalamine
1152975,benzocaine
1037234,hyoscyamine
1037234,phenyl salicylate
1037234,methenamine
1037234,methylene blue
1037234,benzoate
1165762,estradiol
1819,buprenorphine
11170,verapamil
1372529,methylsulfonylmethane
1372529,chondroitin sulfates
1372529,glucosamine
310879,hydrocortisone
153893,montelukast
1547668,fluticasone
25037,cefdinir
198245,terconazole
898342,amlodipine
898342,benazepril
10627,tobramycin
198332,trimethoprim
904870,buprenorphine
1020017,cetirizine
220187,hypromellose
220187,dextran 70
402169,zolmitriptan
793873,isosorbide dinitrate
1192862,hyaluronate
1807915,metformin
311207,ivermectin
4719,gemfibrozil
1302449,lactobacillus acidophilus
797195,fesoterodine
199359,vitamin e
198533,calcium carbonate
857083,acetaminophen
857083,hydrocodone
849831,tolvaptan
1659179,alirocumab
966190,levothyroxine
207891,quinapril
1539248,dalbavancin
1245985,hyaluronate
723739,magnesium oxide
700499,hydroxocobalamin
2191,ceftazidime
259287,vitamin a
259287,cholecalciferol
642338,calcium carbonate
642338,magnesium hydroxide
1246311,mometasone
1246311,formoterol
207790,nitrofurantoin
831255,diltiazem
198434,acetaminophen
324042,hydrochlorothiazide
324042,spironolactone
1001679,calcium carbonate
1001679,cholecalciferol
1001679,magnesium oxide
352305,oxandrolone
1923424,sotalol
1605257,levonorgestrel
1148482,tramadol
213487,miglitol
1100187,donepezil
898366,benazepril
898366,hydrochlorothiazide
2268227,ubrogepant
861061,doxycycline
2099775,lidocaine
2099775,phenylephrine
2099775,witch hazel
860113,ketorolac
1730194,cisatracurium
2399913,vasopressin (usp)
208328,tretinoin
866455,hydrochlorothiazide
866455,metoprolol
1144761,betaine
1144761,mecobalamin
1144761,folic acid
1144761,pyridoxine
884196,chlorthalidone
884196,clonidine
1731990,morphine
151839,haloperidol
359145,albuterol
1649510,calcium carbonate
1649510,magnesium hydroxide
1649510,simethicone
1789740,diphenhydramine
2371710,glycopyrronium
1742225,albumin human; usp
1251365,magnesium carbonate
1251365,aluminum hydroxide
647888,acetaminophen
647888,vitamin b6
647888,pamabrom
861689,clavulanate
861689,amoxicillin
578018,bromfenac
854885,zolpidem
763484,benzocaine
763484,menthol
668366,fentanyl
801451,calcium chloride
801451,sodium acetate
801451,magnesium chloride
801451,potassium chloride
801451,sodium chloride
310468,gentamicin
310468,prednisolone
1049267,acetaminophen
1049267,oxycodone
198477,aspirin
1039965,sennosides; usp
