NDC,INGREDIENT
00904561161,enalapril
59746036290,valsartan
49884087401,midodrine
62175032046,niacin
13668003805,risperidone
00832121701,warfarin
49884080602,quetiapine
00168013315,clotrimazole
49884036301,dantrolene
51079045120,amlodipine
63323036820,sulbactam
63323036820,ampicillin
27505000405,apomorphine
00002411733,olanzapine
00378043305,bupropion
00066715030,fluorouracil
00093014801,naproxen
49884030302,zafirlukast
00186504035,esomeprazole
45802093726,hydrocortisone
49884077805,ibuprofen
00085193401,vardenafil
31722057105,lansoprazole
16714003502,levetiracetam
54838011740,guaifenesin
00093527255,nifedipine
42291052901,fludrocortisone
00378103077,eplerenone
72888001101,baclofen
44523061703,urea
61958220101,sofosbuvir
61958220101,velpatasvir
50742017901,nadolol
99207085060,luliconazole
25021010667,ceftriaxone
00300304613,lansoprazole
29300034901,allopurinol
00074707019,levothyroxine
60429063401,eszopiclone
00536123801,bisacodyl
00168004015,betamethasone
00904078814,magnesium hydroxide
67425000450,bromfenac
16252053350,sertraline
00069421066,sildenafil
43386019430,potassium chloride
60505021009,diltiazem
24658013060,gemfibrozil
00245006311,niacin
51862054005,acetaminophen
51862054005,caffeine
51862054005,butalbital
60429012390,venlafaxine
00186108835,metoprolol
00186504085,esomeprazole
69543012550,glimepiride
45802004501,triamcinolone
57894007001,golimumab
00517003225,vitamin b12
00115167002,hydroxyzine
69292053410,propranolol
49281012065,influenza a virus (h1n1) antigen
49281012065,influenza a virus (h3n2) antigen
49281012065,influenza b virus antigen
53014053107,methylphenidate
00093224001,cephalexin
51991052633,terbinafine
00904770418,aspirin
42858083940,buprenorphine
31722015501,dextroamphetamine
31722015501,amphetamine
49348013537,guaifenesin
45802025735,mometasone
50742018921,methylprednisolone
43547039711,hydrochlorothiazide
31722000631,itraconazole
21695089230,econazole
69367032609,pregabalin
16571015050,levofloxacin
62332060331,bisoprolol
55111067802,fondaparinux
44087115001,chorionic gonadotropin
51672406301,fluorouracil
69315090605,lorazepam
10702002801,phentermine
50428216796,bacitracin
50428216796,polymyxin b
00006505506,molnupiravir
70377002813,atorvastatin
00536342608,calcium carbonate
00172503470,lisinopril
00172503470,hydrochlorothiazide
00054007729,torsemide
46122010846,permethrin
50428711999,vitamin b12
60429030190,clopidogrel
57896044405,bisacodyl
00591521610,folic acid
16714089802,loratadine
00574206302,clobetasol
68382091601,methylprednisolone
64980030401,chlorthalidone
00185060201,lisinopril
00904655304,linezolid
50474057066,brivaracetam
00093901965,cyclosporine
00228323011,oxymorphone
72205004060,dofetilide
68462017901,naproxen
60505082701,ipratropium
54838050115,haloperidol
62011027703,bisacodyl
00093763841,temozolomide
00574022901,benazepril
00574022901,hydrochlorothiazide
50111043002,metoclopramide
27241015504,oxybutynin
55111030290,donepezil
00115166808,acitretin
16714029302,clavulanate
16714029302,amoxicillin
59762371803,triazolam
68462014101,meloxicam
65162018950,naproxen
61314029705,sulfacetamide
61314029705,prednisolone
51079099101,tramadol
57664050183,mirtazapine
33342012407,aripiprazole
00085092402,betamethasone
00085092402,clotrimazole
69097085407,naproxen
00703005101,methylprednisolone
00378008010,indapamide
16714040102,cefuroxime
68180076606,amlodipine
68180076606,valsartan
64980040906,sertraline
68462019805,pravastatin
16729001115,pravastatin
00168006231,zinc oxide
43598075058,naloxone
31722021910,benztropine
64980043710,atenolol
64208823506,immunoglobulin g
76439014290,losartan
60505026401,benazepril
60505026401,hydrochlorothiazide
71717010411,metformin
68084007901,gabapentin
63323034720,ceftriaxone
68001028106,diclofenac
00406114410,methylphenidate
60505079404,enoxaparin
00169008281,repaglinide
00121081002,nystatin
16729010912,quetiapine
57237020999,losartan
57237020999,hydrochlorothiazide
00378850091,clarithromycin
00093078410,tamoxifen
00781523192,pravastatin
59011083010,oxycodone
33342004410,losartan
68382018701,dipyridamole
00378632105,hydrochlorothiazide
00378632105,valsartan
75987001003,famotidine
75987001003,ibuprofen
68084035721,rifampin
00093026230,fluocinonide
42806008305,buspirone
00555051302,acetazolamide
00781527510,donepezil
54458089116,escitalopram
50458060328,risperidone
49884002910,hydralazine
00065064515,natamycin
00002751659,insulin lispro
51079008601,mirtazapine
69315013801,benztropine
58657068450,metronidazole
00093762598,pregabalin
68180099901,fluoxetine
65162006205,sucralfate
00054037951,sodium polystyrene sulfonate
51224022070,metformin
52817014190,paroxetine
00713032415,fluocinolone
51672128201,triamcinolone
00088250205,insulin glulisine; human
00378057705,hydrochlorothiazide
00378057705,amiloride
00173059500,zidovudine
00173059500,lamivudine
51285052302,disulfiram
76282040505,gabapentin
00904020161,amitriptyline
13811068010,aripiprazole
00049491030,sertraline
43598058330,ezetimibe
43598058330,simvastatin
00054029125,eszopiclone
68462013005,zonisamide
00597012437,amlodipine
00597012437,telmisartan
00378557393,modafinil
59762013104,silver sulfadiazine
43547039910,cyclobenzaprine
42543000301,metoprolol
64380079701,oseltamivir
00206241102,tazobactam
00206241102,piperacillin
41616022190,ketorolac
16714029802,amoxicillin
00378607401,fluphenazine
50458058601,methylphenidate
00172435846,ranitidine
16714078501,aripiprazole
16714048301,clindamycin
00093777179,risedronate
16714069401,fluconazole
00029316059,rosiglitazone
00591396401,progesterone
00781579101,levofloxacin
31722042101,lisinopril
16714020801,cefprozil
60505265300,trazodone
00904655161,ondansetron
16714047001,clonazepam
00603295828,clonidine
10370019101,glipizide
51079030163,clonidine
00378513305,venlafaxine
61748001801,rifampin
24658025005,ciprofloxacin
00143999201,gabapentin
59651014405,ranitidine
68084003801,baclofen
65862086360,dalfampridine
68084025221,bupropion
64980041210,pregabalin
43478024120,tretinoin
47781062505,acetaminophen
47781062505,caffeine
47781062505,butalbital
69097091105,atorvastatin
00259477040,naftifine
64376013001,levofloxacin
16252059299,sumatriptan
51079098220,lisinopril
68180010409,hydrochlorothiazide
68180010409,valsartan
68382078401,doxazosin
43547025210,chlordiazepoxide
68001030900,bupropion
00378615510,digoxin
61874014530,cariprazine
65162012010,acetaminophen
65162012010,hydrocodone
68382066201,spironolactone
27241001809,montelukast
69097094615,atorvastatin
75834020915,tizanidine
68462020801,moexipril
68180074106,silodosin
00064360045,doxepin
68180059802,celecoxib
00603516532,phenobarbital
55111025201,carvedilol
00603254432,acetaminophen
00603254432,caffeine
00603254432,butalbital
57237004801,valproate
00713022460,fluocinolone
00574022801,benazepril
00574022801,hydrochlorothiazide
63323028260,clindamycin
65862057030,valsartan
60429076910,topiramate
68462035594,diclofenac
69097082207,citalopram
27437020808,cefixime
42571011901,tramadol
42571011901,acetaminophen
51862032101,liothyronine
44206043940,immunoglobulin g
68084049901,glycopyrronium
67253001341,cefdinir
00409357801,tobramycin
51079003520,levofloxacin
23155049001,desmopressin
54458093105,atenolol
70436000201,potassium chloride
00781534301,quetiapine
63646050050,clobetasol
00054414623,clotrimazole
51079069020,loperamide
68180024709,memantine
25021011382,fluconazole
31722017301,methylphenidate
00126017916,sodium fluoride
45861006130,lidocaine
49884060036,silver sulfadiazine
00378501101,felodipine
00378418605,sertraline
16714031301,venlafaxine
69117000901,ciprofloxacin
00143980805,escitalopram
45802000910,fluocinolone
53489065007,temazepam
00781598901,clozapine
43199003160,fluocinonide
11980018010,prednisolone
00143985375,clavulanate
00143985375,amoxicillin
16714002110,propranolol
00065009605,fluorometholone
68001016100,promethazine
00228257909,diltiazem
60505081500,desmopressin
00904641861,tizanidine
67877060530,prasugrel
16714068501,simvastatin
53489017705,albuterol
39822552503,promethazine
69618006401,sennosides; usp
51672126103,desoximetasone
68968052508,estradiol
68968052508,norethindrone
00378571001,terbinafine
64764004619,lansoprazole
00781581692,losartan
00781581692,hydrochlorothiazide
29300039719,amlodipine
62541030130,avanafil
00096070760,aluminum chloride
59762022201,quinapril
59762022201,hydrochlorothiazide
57896092110,aspirin
16103035611,aspirin
00023367060,dapsone
29300019119,losartan
29300019119,hydrochlorothiazide
00472034356,hydrocortisone
00093103905,gabapentin
00574042504,polyethylene glycol 3350
00574042504,sodium bicarbonate
00574042504,potassium chloride
00574042504,sodium chloride
00603085558,dextromethorphan
00603085558,guaifenesin
45802010901,triamcinolone
65862005330,simvastatin
42192080201,phenazopyridine
65162063003,itraconazole
00378395309,atorvastatin
45802036853,imiquimod
64980051501,ofloxacin
42291028110,famotidine
57896010410,acetaminophen
65862052799,venlafaxine
58980078021,castor oil
58980078021,peruvian balsam
16714078202,clobetasol
55111029398,sumatriptan
69238161708,potassium chloride
62559015001,estrogens; esterified (usp)
62559015001,methyltestosterone
00085136603,temozolomide
51672213108,loratadine
59467031830,colchicine
00904674740,ibuprofen
00574079201,pilocarpine
00143212801,hydroxychloroquine
00245531910,potassium chloride
49884015676,varenicline
42023015925,epinephrine
14539065301,oxybutynin
69618003806,calcium carbonate
69618003806,cholecalciferol
57963010316,codeine
57963010316,guaifenesin
51079067005,methotrexate
65862060130,modafinil
49884004233,glycopyrronium
00591236360,testosterone
00187520030,fluorouracil
00603519221,phentermine
62756046083,buprenorphine
00054051750,morphine
49035018240,docusate
45802070001,tacrolimus
68180095601,clobetasol
62559062037,cholestyramine resin
43598026704,icosapent ethyl
00603014932,sennosides; usp
00603014932,docusate
47335067281,diltiazem
46122001471,polyethylene glycol 3350
45802018501,benzocaine
69452027130,loperamide
69315013601,benztropine
24090047988,propranolol
60505325203,lamivudine
16714014301,aripiprazole
68047025301,hyoscyamine
00085177701,ciprofloxacin
00904518740,ibuprofen
63323025503,methylprednisolone
00641608001,ondansetron
00781580692,losartan
60432056060,triamcinolone
65862017699,penicillin v
00781197650,desipramine
64980034001,alendronate
55111060930,duloxetine
70377000312,simvastatin
18860010210,clozapine
42291014118,atenolol
62584073801,acetaminophen
62584073801,hydrocodone
51862049430,fluocinonide
55111036801,naproxen
29300034905,allopurinol
17478082435,erythromycin
00904521660,baclofen
57664010888,promethazine
62559017001,morphine
16729014000,glipizide
00264318311,meropenem
65862019305,fluoxetine
00703680101,medroxyprogesterone
53489021701,clonidine
65862005430,simvastatin
00591229230,dutasteride
00338105548,metronidazole
66685070201,lisinopril
00093526356,solifenacin
24987037710,ceftazidime
68382025010,atorvastatin
68084004801,oxycodone
00228315403,buprenorphine
00228315403,naloxone
43538030030,mupirocin
31722061290,pregabalin
65862069701,venlafaxine
65862048999,quetiapine
13668004805,lamotrigine
63304054001,allopurinol
65162005709,raloxifene
00093026415,fluocinonide
00008121150,desvenlafaxine
00406058201,acetaminophen
00406058201,oxycodone
59762102003,amoxicillin
31722032701,warfarin
42023012401,dantrolene
00168048299,methscopolamine
43547041710,lisinopril
49281028658,acellular pertussis vaccine; inactivated
49281028658,diphtheria toxoid vaccine; inactivated
49281028658,tetanus toxoid vaccine; inactivated
63323037420,ondansetron
51079064401,cyclobenzaprine
17478004101,naloxone
54458087410,lisinopril
63739028510,diltiazem
00832063111,clomipramine
00006307402,elbasvir
00006307402,grazoprevir
00574402213,bacitracin
69097028270,levofloxacin
00003029305,triamcinolone
00713063215,fluticasone
00228331503,doxepin
67457034000,vancomycin
68180090213,drospirenone
68180090213,ethinyl estradiol
68180090213,inert ingredients
69097028707,levofloxacin
00713063986,halobetasol
53746064301,flecainide
13668002105,alfuzosin
69367024009,solifenacin
68382007716,fenofibrate
47335067713,diltiazem
68462039501,omeprazole
00591204403,risedronate
00591377130,dutasteride
00591377130,tamsulosin
45963056030,donepezil
00206241302,tazobactam
00206241302,piperacillin
00002759701,olanzapine
50228035590,pregabalin
55390022602,amikacin
42292002020,duloxetine
70003030065,nitroglycerin
00115166202,propranolol
42543035260,nystatin
16714078201,clobetasol
16714034303,clonidine
43547041209,quinapril
10454071010,botulinum toxin type b
62559053201,propranolol
49483060750,gabapentin
63739048910,ranitidine
00781581792,losartan
00781581792,hydrochlorothiazide
75834011001,chlorthalidone
00591223330,tamoxifen
16714073002,clobetasol
65862051405,pioglitazone
63739026110,sucralfate
68180010509,hydrochlorothiazide
68180010509,valsartan
00074328713,verapamil
00074328713,trandolapril
33342006107,donepezil
31722073730,donepezil
70010049201,metformin
52817013110,venlafaxine
65162010310,gabapentin
52544069430,diltiazem
76385010160,methscopolamine
50458034660,lipase
50458034660,amylase
50458034660,protease
52565005680,triamcinolone
64253020230,sodium chloride
61570004710,neomycin
61570004710,polymyxin b
52565001480,triamcinolone
00536355601,vitamin b12
31722059010,metoprolol
42806000701,oxycodone
59212024255,digoxin
16714065601,venlafaxine
62011003201,acetaminophen
67405067196,hydroxyzine
49884083209,diltiazem
43598044674,nicotine
62559053001,propranolol
76282025130,escitalopram
16571021030,fluconazole
16714017603,atorvastatin
76204000324,levalbuterol
00904323252,calcium carbonate
49884022201,doxepin
00904501360,ascorbic acid
76282032701,warfarin
00781119110,glyburide
00173020155,pyrimethamine
00013530117,rifabutin
49348072909,guaifenesin
60505268508,lisinopril
52544047108,estradiol
65862072130,rabeprazole
00603017929,ferrous sulfate
00536329201,ascorbic acid
53746014001,ibuprofen
00378425101,lamotrigine
51672201602,bacitracin
51672201602,neomycin
51672201602,polymyxin b
57896055501,sennosides; usp
57896055501,docusate
59762003501,sildenafil
00536185085,pseudoephedrine
00406915076,fentanyl
00378464026,estradiol
80681004001,melatonin
00536108494,polyvinyl alcohol
51407025802,albendazole
57896071401,guaifenesin
51862021605,acetaminophen
51862021605,hydrocodone
00603028321,sennosides; usp
00603028321,docusate
55111078430,fexofenadine
76204090001,levalbuterol
00228272811,metformin
49348014707,simethicone
51991008136,magnesium oxide
47781001101,hyoscyamine
80681017400,cholecalciferol
00904585260,cetirizine
50428707945,sennosides; usp
50428707945,docusate
00085075605,oxymetazoline
42043016003,modafinil
00006095282,losartan
00603132958,codeine
00603132958,guaifenesin
43353039360,ibuprofen
58232007211,zinc oxide
00904573611,nicotine
69315031228,hydrocortisone
67544051060,omeprazole
00406059501,oxycodone
69367032809,pregabalin
49348061610,docusate
65162076910,warfarin
70010014805,potassium chloride
00832054011,bumetanide
64980044801,hydrocortisone
64980044801,neomycin
64980044801,polymyxin b
70677004901,guaifenesin
68682010530,nifedipine
00069421032,sildenafil
69618004301,docusate
70700026305,lansoprazole
00143962010,vitamin b12
00069420030,sildenafil
51991096257,polyethylene glycol 3350
29033004530,venlafaxine
55111057543,ibandronate
16714081401,sevelamer
16252053608,cabergoline
00378356601,alendronate
