CRF,CRF ID,CDE ID,CDE Name,Variable Name,Definition,Short Description,Question Text,Permissible Values,Description,Data Type,Disease Specific Instructions,Disease Specific Reference,Population,Classification,Version Number,Version Date,CRF Name,Subdomain Name,Domain Name,Size,Input Restrictions,Min Value,Max Value,Measurement Type,External Id Loinc,External Id Snomed,External Id caDSR,External Id CDISC
Demographics-General Core,F1807,C00007,Birth date,BirthDate,"Date (and time, if applicable and known) the participant/subject was born","Date (and time, if applicable and known) the participant/subject was born",Date of birth,,,Date or Date & Time,"Record the date/time according to the ISO 8601, the International Standard for the representation of dates and times (http://www.iso.org/iso/home.html).  The date/time should be recorded to the level of granularity known (e.g., year, year and month, complete date plus hours and minutes, etc.).  Recording date of birth will give the most detailed information required for calculation of age and is recommended as first choice. However, in some studies recording date of birth may elicit discussions on a potential violation of privacy legislation and specifically HIPAA regulations. In these cases, the calculated age should be recorded.
","ISO 8601 - http://www.iso.org/iso/iso_catalogue.htm Management and prognosis of severe traumatic brain injury: Age. J Neurotrauma. 2000;17:573-581.; Mushkudiani NA, Engel DC, Steyerberg EW, et al. Prognostic value of demographic characteristics in traumatic brain injury: results from the IMPACT study. J Neurotrauma. Feb 2007;24(2):259-69. Pediatric-specific reference(s): Anderson V, Catroppa C, Morse S, Haritou F, Rosenfeld J (2005) Functional plasticity or vulnerability after early brain injury. Pediatrics 116:1374-1382",Adult;Pediatric,Core,3,54:08.2,General Core,Demographics,Participant Characteristics,,"Free-Form Entry
",,,,,,793,
Demographics-General Core,F1807,C00015,Education year count,EduYrCt,Number of years of education completed (age 5 and beyond),Number of years of education completed (age 5 and beyond),Number of years of education,,,Numeric Values,"For years completed, after the age of 5, code the number of years attained (0-30 years), normed to someone moving full time at the usual pace, i.e. a year that was repeated counts as only 1 year and the usual single-year full-time load completed over several years counts as 1 year. Certificate and technical programs do NOT count no matter how specialized.  The number of  years of typical completion of the relevant program is counted. If the subject obtained their education outside the United States, ask about their educational system to estimate the correct coding - Internship, Residency, and Fellowship years are experiential training and do not count.
",No references available,Adult;Pediatric,Supplemental-Highly Recommended,3,57:17.8,General Core,Demographics,Participant Characteristics,,"Free-Form Entry
",0,30,year,,,3134878,
Demographics-General Core,F1807,C00020,Ethnicity USA category,EthnUSACat,Category of ethnicity the participant/subject most closely identifies with,Category of ethnicity the participant/subject most closely identifies with,Ethnicity,"Hispanic or Latino;Not Hispanic or Latino;Unknown;Not reported;Other, specify","A person of Cuban, Mexican, Puerto Rican, South or Central American, or other Spanish culture or origin, regardless of race.  The term ""Spanish origin"" can also be used in addition to ""Hispanic or Latino."";A person not meeting the definition for Hispanic or Latino.;Could not be determined or unsure;Not reported;Other, specify",Alphanumeric,"Choose one.  Response is obtained by report of the participant/subject or caretaker. If more detailed characterizations of ethnicity are collected to enhance data quality and consistency, it is recommended that they be ""collapsible"" up to the two categories for reportable ethnicity, as needed for reporting to FDA under its guidance. Other regulatory bodies may expect the reporting of ethnicity values which more appropriately reflect the population of their areas (e.g., Japanese ancestry for MHLW reporting to Japan). These may be collected as an extension to the suggested code list.
","The NIH Guidelines on Inclusion of Women and Minorities as Subjects in Clinical Research: The Office of Management and Budget Directive No. 15 defines the minimum standard of basic racial and ethnic categories. (https://grants.nih.gov/policy/inclusion/women-and-minorities/guidelines.htm) Collection of Race and Ethnicity Data in Clinical Trials (FDA, October 2016 - https://www.fda.gov/regulatory-information/search-fda-guidance-documents/collection-race-and-ethnicity-data-clinical-trials)",Adult;Pediatric,Core,3,08:00.5,General Core,Demographics,Participant Characteristics,,"Single Pre-Defined Value Selected
",,,,,,2192217,
Demographics-General Core,F1807,C00030,Race USA category,RaceUSACat,"The patient's self declared racial origination, independent of ethnic origination, using OMB approved categories","The patient's self declared racial origination, independent of ethnic origination, using OMB approved categori",Race,American Indian or Alaska Native;Asian;Black or African-American;Native Hawaiian or Other Pacific Islander;White;Unknown;Not reported,"A person having origins in any of the original peoples of North and South America (including Central America) , and who maintains tribal affiliation or community attachment.;A person having origins in any of the original peoples of the Far East, Southeast Asia, or the Indian subcontinent including, for example, Cambodia, China, India, Japan, Korea, Malaysia, Pakistan, the Philippine Islands, Thailand, and Vietnam.;A person having origins in any of the black racial groups of Africa. Terms such as ""Haitian"" can be used in addition to ""Black or African American."";A person having origins in any of the original peoples of Hawaii, Guam, Samoa, or other Pacific Islands.;A person having origins in any of the original peoples of Europe, the Middle East, or North Africa.;Could not be determined or unsure;Not reported",Alphanumeric,"Choose all that apply.  Response is obtained by report of the participant/subject or caretaker. Collecting information on race may not be allowed in some countries for concerns related to discrimination. In other countries, however, these concerns are considered a reason for recording race in order to guarantee equal access to care. Investigators receiving funding from the US National Institutes of Health (NIH) are required to report the number of subjects enrolled on an annual basis using the racial categories listed.
","The NIH Guidelines on Inclusion of Women and Minorities as Subjects in Clinical Research: The Office of Management and Budget Directive No. 15 defines the minimum standard of basic racial and ethnic categories. (https://grants.nih.gov/policy/inclusion/women-and-minorities/guidelines.htm) Collection of Race and Ethnicity Data in Clinical Trials (FDA, October 2016 - https://www.fda.gov/regulatory-information/search-fda-guidance-documents/collection-race-and-ethnicity-data-clinical-trials)",Adult;Pediatric,Core,3,54:08.2,General Core,Demographics,Participant Characteristics,,"Multiple Pre-Defined Values Selected
",,,,,,2192199,
Demographics-General Core,F1807,C00313,Medical history condition SNOMED CT code,MedclHistCondSNOMEDCTCode,Systematized Nomenclature Of Medicine Clinical Terms (SNOMED CT) code for medical condition/disease reported by the participant/subject,Systematized Nomenclature Of Medicine Clinical Terms (SNOMED CT) code for medical condition/disease reported by the participant/subject,SNOMED CT Code,,,Alphanumeric,"Code each of the medical history conditions using SNOMED CT
",SNOMED CT Codes (http://www.nlm.nih.gov/research/umls/Snomed/snomed_main.html),Adult;Pediatric,Core,3,54:08.2,General Core,Demographics,Participant Characteristics,255,"Free-Form Entry
",,,,,,,
Demographics-General Core,F1807,C00322,Medical history condition text,MedclHistCondTxt,Verbatim text for the medical condition/disease reported by the participant/subject or documented in the medical record as part of medical history,Verbatim text for the medical condition/disease reported by the participant/subject or documented in the medical record as part of medical history,Medical History Term,,,Alphanumeric,"Record one Medical History term per line.  See the data dictionary for additional information on coding the condition using SNOMED CT
",SNOMED CT Codes (http://www.nlm.nih.gov/research/umls/Snomed/snomed_main.html),Adult;Pediatric,Core,3,54:08.2,General Core,Demographics,Participant Characteristics,4000,"Free-Form Entry
",,,,,,2003874,
Magnetic Resonance Spectroscopy,F0975,C08242,Imaging acquisition duration,ImgAcquisitionDur,Duration of the imaging scan in minutes,Duration of the imaging scan in minutes,Acquisition time,,,Numeric Values,"If the sequences are different for T1 and T2 sequence parameters, record the T2 parameters as indicated. If they are the same, leave the T2 parameters section blank. If the sequences are different for T1 and FLAIR sequence parameters, record the FLAIR parameters as indicated. If they are the same, leave the FLAIR parameters section blank. DTI sequence parameters
",No references available,Adult;Pediatric,Supplemental,3,38:01.2,Magnetic Resonance Spectroscopy,Imaging Diagnostics,Assessments and Examinations,,"Free-Form Entry
",,,minute,,,,
Magnetic Resonance Spectroscopy,F0975,C18611,Imaging field of view axis 2 measurement,ImgFieldViewAxis2Measr,Axis 2 of the image that is visible through the camera at a particular position in orientation and space in millimeters,Axis 2 of the image that is visible through the camera at a particular position in orientation and space in millimeters,,,,Numeric Values,,,Adult;Pediatric,Supplemental,1,00:00.0,Magnetic Resonance Spectroscopy,Imaging Diagnostics,Assessments and Examinations,,"Free-Form Entry
",,,millimeter,,,,
Magnetic Resonance Spectroscopy,F0975,C10948,Imaging field of view axis 3 measurement,ImgFieldViewAxis3Measr,Axis 3 of the image that is visible through the camera at a particular position in orientation and space in millimeters,Axis 3 of the image that is visible through the camera at a particular position in orientation and space in millimeters,z-direction (3D),,,Numeric Values,"Answer should be recorded in millimeters (mm)
",No references available,Adult;Pediatric,Supplemental,3,54:08.2,Magnetic Resonance Spectroscopy,Imaging Diagnostics,Assessments and Examinations,,"Free-Form Entry
",,,millimeter,,,,
Magnetic Resonance Spectroscopy,F0975,C10969,Spectroscopy spectral fit software used type,SpecSpectralFitSoftwrUseTyp,Type of the spectral fit software used,Type of the spectral fit software use,Spectral fit software used,"LCM;jMRUI;Other, specify","LCM;jMRUI;Other, specify",Alphanumeric,"No instructions available
",No references available,Adult,Supplemental,3,57:17.8,Magnetic Resonance Spectroscopy,Imaging Diagnostics,Assessments and Examinations,,"Single Pre-Defined Value Selected
",,,,,,,
Magnetic Resonance Spectroscopy,F0975,C08244,Imaging slice thickness value,ImgSliceThicknessVal,Value of the thickness of the slice measured in millimeters (mm),Value of the thickness of the slice measured in millimeters (mm),Slice/slab thickness,,,Numeric Values,"If the sequences are different for T1 and T2 sequence parameters, record the T2 parameters as indicated. If they are the same, leave the T2 parameters section blank. If the sequences are different for T1 and FLAIR sequence parameters, record the FLAIR parameters as indicated. If they are the same, leave the FLAIR parameters section blank. DTI sequence parameters
",No references available,Adult;Pediatric,Supplemental,3,54:08.2,Magnetic Resonance Spectroscopy,Imaging Diagnostics,Assessments and Examinations,,"Free-Form Entry
",0,99,millimeter,,,,
Magnetic Resonance Spectroscopy,F0975,C18612,Imaging in plane resolution axis 3 measurement,ImgInPlaneRsltnAxis3Measr,Axis 3 of in-plane spatial resolution used in imaging acquisition,Axis 3 of in-plane spatial resolution used in imaging acquisition,,,,Numeric Values,,,Adult;Pediatric,Supplemental,1,00:00.0,Magnetic Resonance Spectroscopy,Imaging Diagnostics,Assessments and Examinations,,"Free-Form Entry
",,,,,,,
Magnetic Resonance Spectroscopy,F0975,C10952,Spectroscopy water suppression type,SpectroWaterSupressMethodTyp,"Indicator of water suppression method used, if any, for the spectroscopy scan being reported","Indicator of water suppression method used, if any, for the spectroscopy scan being reported",Water suppression scheme,"CHESS;Other, specify","CHESS;Other, specify",Alphanumeric,"No instructions available
",No references available,Adult;Pediatric,Supplemental,3,38:01.2,Magnetic Resonance Spectroscopy,Imaging Diagnostics,Assessments and Examinations,,"Single Pre-Defined Value Selected
",,,,,,,
Magnetic Resonance Spectroscopy,F0975,C17849,Radio frequency receiver spine array channel count,RFRecvrSpineArrayChannelCt,Count of radio frequency (RF) receiver spine array channels,Count of radio frequency (RF) receiver spine array channel,Spine Array,,,Numeric Values,,No references available,Adult,Supplemental,3,57:17.8,Magnetic Resonance Spectroscopy,Imaging Diagnostics,Assessments and Examinations,,"Free-Form Entry
",,,,,,,
Magnetic Resonance Spectroscopy,F0975,C10567,Imaging radio frequency coil type,ImgRFCoilTyp,Type of radio frequency (RF) coil(s) used for the body part scanned,Type of radio frequency (RF) coil(s) used for the body part scanned,RF receiver coil(s) and number of channels,"Head coil;Neck coil;Spine array;Body coil (transmit);Double-cone;Circular;Figure 8;Other, specify","Head coil;Neck coil;Spine array;Body coil (transmit);Double-cone;Circular;Figure 8;Other, specify",Alphanumeric,"Check all that apply
",No references available,Adult;Pediatric,Supplemental,3.1,47:34.0,Magnetic Resonance Spectroscopy,Imaging Diagnostics,Assessments and Examinations,,"Multiple Pre-Defined Values Selected
",,,,,,,
